review_id,n_studies,doi,years
CD012532_pub2,6,10.1002/14651858.CD012532.pub2,2019
CD012532_pub2,6,10.1002/14651858.CD012532.pub2,2022
CD012570_pub2,11,10.1002/14651858.CD012570.pub2,2003
CD012570_pub2,11,10.1002/14651858.CD012570.pub2,2013
CD012572_pub3,5,10.1002/14651858.CD012572.pub3,1977
CD012572_pub3,5,10.1002/14651858.CD012572.pub3,2015
CD012586_pub2,169,10.1002/14651858.CD012586.pub2,1987
CD012586_pub2,169,10.1002/14651858.CD012586.pub2,2024
CD012594_pub2,2,10.1002/14651858.CD012594.pub2,2009
CD012594_pub2,2,10.1002/14651858.CD012594.pub2,2011
CD012609_pub2,8,10.1002/14651858.CD012609.pub2,1999
CD012609_pub2,8,10.1002/14651858.CD012609.pub2,2022
CD012623_pub2,8,10.1002/14651858.CD012623.pub2,2008
CD012623_pub2,8,10.1002/14651858.CD012623.pub2,2020
CD012635_pub2,16,10.1002/14651858.CD012635.pub2,2006
CD012635_pub2,16,10.1002/14651858.CD012635.pub2,2023
CD012642_pub2,8,10.1002/14651858.CD012642.pub2,1962
CD012642_pub2,8,10.1002/14651858.CD012642.pub2,2016
CD012693_pub3,26,10.1002/14651858.CD012693.pub3,2001
CD012693_pub3,26,10.1002/14651858.CD012693.pub3,2022
CD012712_pub2,31,10.1002/14651858.CD012712.pub2,2011
CD012712_pub2,31,10.1002/14651858.CD012712.pub2,2023
CD012718_pub2,24,10.1002/14651858.CD012718.pub2,2005
CD012718_pub2,24,10.1002/14651858.CD012718.pub2,2023
CD012757_pub2,3,10.1002/14651858.CD012757.pub2,2012
CD012757_pub2,3,10.1002/14651858.CD012757.pub2,2017
CD012850_pub2,35,10.1002/14651858.CD012850.pub2,1995
CD012850_pub2,35,10.1002/14651858.CD012850.pub2,2022
CD012886_pub3,8,10.1002/14651858.CD012886.pub3,2000
CD012886_pub3,8,10.1002/14651858.CD012886.pub3,2023
CD012891_pub2,20,10.1002/14651858.CD012891.pub2,1987
CD012891_pub2,20,10.1002/14651858.CD012891.pub2,2022
CD012905_pub2,20,10.1002/14651858.CD012905.pub2,2001
CD012905_pub2,20,10.1002/14651858.CD012905.pub2,2011
CD012925_pub2,18,10.1002/14651858.CD012925.pub2,2000
CD012925_pub2,18,10.1002/14651858.CD012925.pub2,2022
CD012942_pub2,37,10.1002/14651858.CD012942.pub2,1992
CD012942_pub2,37,10.1002/14651858.CD012942.pub2,2017
CD012967_pub2,3,10.1002/14651858.CD012967.pub2,1999
CD012967_pub2,3,10.1002/14651858.CD012967.pub2,2011
CD012993_pub2,6,10.1002/14651858.CD012993.pub2,2010
CD012993_pub2,6,10.1002/14651858.CD012993.pub2,2021
CD012997_pub3,4,10.1002/14651858.CD012997.pub3,1992
CD012997_pub3,4,10.1002/14651858.CD012997.pub3,2010
CD013023_pub2,5,10.1002/14651858.CD013023.pub2,2014
CD013023_pub2,5,10.1002/14651858.CD013023.pub2,2021
CD013038_pub3,7,10.1002/14651858.CD013038.pub3,2011
CD013038_pub3,7,10.1002/14651858.CD013038.pub3,2023
CD013042_pub2,23,10.1002/14651858.CD013042.pub2,2002
CD013042_pub2,23,10.1002/14651858.CD013042.pub2,2023
CD013051_pub3,13,10.1002/14651858.CD013051.pub3,1990
CD013051_pub3,13,10.1002/14651858.CD013051.pub3,2016
CD013052_pub3,16,10.1002/14651858.CD013052.pub3,1977
CD013052_pub3,16,10.1002/14651858.CD013052.pub3,2020
CD013053_pub3,6,10.1002/14651858.CD013053.pub3,1990
CD013053_pub3,6,10.1002/14651858.CD013053.pub3,2003
CD013054_pub3,16,10.1002/14651858.CD013054.pub3,1983
CD013054_pub3,16,10.1002/14651858.CD013054.pub3,2015
CD013055_pub3,3,10.1002/14651858.CD013055.pub3,2006
CD013055_pub3,3,10.1002/14651858.CD013055.pub3,2012
CD013056_pub3,10,10.1002/14651858.CD013056.pub3,2003
CD013056_pub3,10,10.1002/14651858.CD013056.pub3,2021
CD013057_pub3,2,10.1002/14651858.CD013057.pub3,1996
CD013057_pub3,2,10.1002/14651858.CD013057.pub3,1998
CD013059_pub2,18,10.1002/14651858.CD013059.pub2,1976
CD013059_pub2,18,10.1002/14651858.CD013059.pub2,2020
CD013071_pub2,28,10.1002/14651858.CD013071.pub2,1979
CD013071_pub2,28,10.1002/14651858.CD013071.pub2,2018
CD013078_pub2,6,10.1002/14651858.CD013078.pub2,1989
CD013078_pub2,6,10.1002/14651858.CD013078.pub2,2022
CD013105_pub2,29,10.1002/14651858.CD013105.pub2,2010
CD013105_pub2,29,10.1002/14651858.CD013105.pub2,2023
CD013111_pub2,5,10.1002/14651858.CD013111.pub2,2014
CD013111_pub2,5,10.1002/14651858.CD013111.pub2,2023
CD013158_pub2,3,10.1002/14651858.CD013158.pub2,2000
CD013158_pub2,3,10.1002/14651858.CD013158.pub2,2020
CD013166_pub3,21,10.1002/14651858.CD013166.pub3,2012
CD013166_pub3,21,10.1002/14651858.CD013166.pub3,2023
CD013197_pub2,40,10.1002/14651858.CD013197.pub2,2014
CD013197_pub2,40,10.1002/14651858.CD013197.pub2,2023
CD013232_pub2,128,10.1002/14651858.CD013232.pub2,1987
CD013232_pub2,128,10.1002/14651858.CD013232.pub2,2022
CD013255_pub2,45,10.1002/14651858.CD013255.pub2,1990
CD013255_pub2,45,10.1002/14651858.CD013255.pub2,2022
CD013278_pub3,18,10.1002/14651858.CD013278.pub3,1981
CD013278_pub3,18,10.1002/14651858.CD013278.pub3,2024
CD013284_pub2,8,10.1002/14651858.CD013284.pub2,2012
CD013284_pub2,8,10.1002/14651858.CD013284.pub2,2022
CD013294_pub2,13,10.1002/14651858.CD013294.pub2,2001
CD013294_pub2,13,10.1002/14651858.CD013294.pub2,2023
CD013295_pub2,99,10.1002/14651858.CD013295.pub2,1992
CD013295_pub2,99,10.1002/14651858.CD013295.pub2,2023
CD013303_pub2,29,10.1002/14651858.CD013303.pub2,2005
CD013303_pub2,29,10.1002/14651858.CD013303.pub2,2020
CD013329_pub2,2,10.1002/14651858.CD013329.pub2,2015
CD013329_pub2,2,10.1002/14651858.CD013329.pub2,2017
CD013331_pub2,18,10.1002/14651858.CD013331.pub2,1987
CD013331_pub2,18,10.1002/14651858.CD013331.pub2,2019
CD013332_pub2,31,10.1002/14651858.CD013332.pub2,1996
CD013332_pub2,31,10.1002/14651858.CD013332.pub2,2018
CD013342_pub2,24,10.1002/14651858.CD013342.pub2,2015
CD013342_pub2,24,10.1002/14651858.CD013342.pub2,2023
CD013344_pub2,11,10.1002/14651858.CD013344.pub2,2005
CD013344_pub2,11,10.1002/14651858.CD013344.pub2,2019
CD013353_pub2,7,10.1002/14651858.CD013353.pub2,2004
CD013353_pub2,7,10.1002/14651858.CD013353.pub2,2022
CD013355_pub2,4,10.1002/14651858.CD013355.pub2,1999
CD013355_pub2,4,10.1002/14651858.CD013355.pub2,2013
CD013358_pub2,58,10.1002/14651858.CD013358.pub2,1980
CD013358_pub2,58,10.1002/14651858.CD013358.pub2,2021
CD013366_pub2,12,10.1002/14651858.CD013366.pub2,1997
CD013366_pub2,12,10.1002/14651858.CD013366.pub2,2020
CD013377_pub2,10,10.1002/14651858.CD013377.pub2,2004
CD013377_pub2,10,10.1002/14651858.CD013377.pub2,2023
CD013396_pub2,18,10.1002/14651858.CD013396.pub2,2012
CD013396_pub2,18,10.1002/14651858.CD013396.pub2,2022
CD013408_pub2,6,10.1002/14651858.CD013408.pub2,2012
CD013408_pub2,6,10.1002/14651858.CD013408.pub2,2022
CD013414_pub2,10,10.1002/14651858.CD013414.pub2,1991
CD013414_pub2,10,10.1002/14651858.CD013414.pub2,2022
CD013421_pub2,21,10.1002/14651858.CD013421.pub2,1995
CD013421_pub2,21,10.1002/14651858.CD013421.pub2,2019
CD013425_pub2,57,10.1002/14651858.CD013425.pub2,1996
CD013425_pub2,57,10.1002/14651858.CD013425.pub2,2022
CD013429_pub2,9,10.1002/14651858.CD013429.pub2,2016
CD013429_pub2,9,10.1002/14651858.CD013429.pub2,2023
CD013445_pub2,42,10.1002/14651858.CD013445.pub2,2010
CD013445_pub2,42,10.1002/14651858.CD013445.pub2,2022
CD013456_pub2,31,10.1002/14651858.CD013456.pub2,1991
CD013456_pub2,31,10.1002/14651858.CD013456.pub2,2021
CD013462_pub3,14,10.1002/14651858.CD013462.pub3,1996
CD013462_pub3,14,10.1002/14651858.CD013462.pub3,2023
CD013468_pub2,24,10.1002/14651858.CD013468.pub2,2000
CD013468_pub2,24,10.1002/14651858.CD013468.pub2,2020
CD013474_pub2,10,10.1002/14651858.CD013474.pub2,2009
CD013474_pub2,10,10.1002/14651858.CD013474.pub2,2019
CD013476_pub2,5,10.1002/14651858.CD013476.pub2,2013
CD013476_pub2,5,10.1002/14651858.CD013476.pub2,2021
CD013508_pub3,21,10.1002/14651858.CD013508.pub3,2009
CD013508_pub3,21,10.1002/14651858.CD013508.pub3,2021
CD013539_pub2,55,10.1002/14651858.CD013539.pub2,2012
CD013539_pub2,55,10.1002/14651858.CD013539.pub2,2024
CD013541_pub2,25,10.1002/14651858.CD013541.pub2,1992
CD013541_pub2,25,10.1002/14651858.CD013541.pub2,2021
CD013561_pub2,8,10.1002/14651858.CD013561.pub2,2001
CD013561_pub2,8,10.1002/14651858.CD013561.pub2,2017
CD013571_pub2,12,10.1002/14651858.CD013571.pub2,1980
CD013571_pub2,12,10.1002/14651858.CD013571.pub2,2018
CD013590_pub2,22,10.1002/14651858.CD013590.pub2,1970
CD013590_pub2,22,10.1002/14651858.CD013590.pub2,2021
CD013591_pub2,13,10.1002/14651858.CD013591.pub2,2013
CD013591_pub2,13,10.1002/14651858.CD013591.pub2,2023
CD013595_pub2,3,10.1002/14651858.CD013595.pub2,Inf
CD013595_pub2,3,10.1002/14651858.CD013595.pub2,-Inf
CD013613_pub2,8,10.1002/14651858.CD013613.pub2,2002
CD013613_pub2,8,10.1002/14651858.CD013613.pub2,2022
CD013614_pub2,24,10.1002/14651858.CD013614.pub2,2000
CD013614_pub2,24,10.1002/14651858.CD013614.pub2,2023
CD013631_pub2,29,10.1002/14651858.CD013631.pub2,1992
CD013631_pub2,29,10.1002/14651858.CD013631.pub2,2021
CD013643_pub2,9,10.1002/14651858.CD013643.pub2,2018
CD013643_pub2,9,10.1002/14651858.CD013643.pub2,2024
CD013672_pub2,7,10.1002/14651858.CD013672.pub2,1998
CD013672_pub2,7,10.1002/14651858.CD013672.pub2,2024
CD013707_pub2,9,10.1002/14651858.CD013707.pub2,2003
CD013707_pub2,9,10.1002/14651858.CD013707.pub2,2021
CD013715_pub2,9,10.1002/14651858.CD013715.pub2,2000
CD013715_pub2,9,10.1002/14651858.CD013715.pub2,2022
CD013719_pub2,23,10.1002/14651858.CD013719.pub2,1986
CD013719_pub2,23,10.1002/14651858.CD013719.pub2,2022
CD013726_pub2,13,10.1002/14651858.CD013726.pub2,1993
CD013726_pub2,13,10.1002/14651858.CD013726.pub2,2020
CD013729_pub2,5,10.1002/14651858.CD013729.pub2,2003
CD013729_pub2,5,10.1002/14651858.CD013729.pub2,2021
CD013731_pub2,6,10.1002/14651858.CD013731.pub2,2002
CD013731_pub2,6,10.1002/14651858.CD013731.pub2,2019
CD013745_pub2,4,10.1002/14651858.CD013745.pub2,2020
CD013745_pub2,4,10.1002/14651858.CD013745.pub2,2022
CD013748_pub2,8,10.1002/14651858.CD013748.pub2,1993
CD013748_pub2,8,10.1002/14651858.CD013748.pub2,2014
CD013757_pub3,6,10.1002/14651858.CD013757.pub3,1998
CD013757_pub3,6,10.1002/14651858.CD013757.pub3,2023
CD013758_pub2,11,10.1002/14651858.CD013758.pub2,1986
CD013758_pub2,11,10.1002/14651858.CD013758.pub2,2020
CD013763_pub3,64,10.1002/14651858.CD013763.pub3,2018
CD013763_pub3,64,10.1002/14651858.CD013763.pub3,2021
CD013764_pub2,6,10.1002/14651858.CD013764.pub2,2014
CD013764_pub2,6,10.1002/14651858.CD013764.pub2,2023
CD013773_pub2,5,10.1002/14651858.CD013773.pub2,2011
CD013773_pub2,5,10.1002/14651858.CD013773.pub2,2022
CD013774_pub2,5,10.1002/14651858.CD013774.pub2,2017
CD013774_pub2,5,10.1002/14651858.CD013774.pub2,2021
CD013781_pub2,29,10.1002/14651858.CD013781.pub2,2002
CD013781_pub2,29,10.1002/14651858.CD013781.pub2,2020
CD013789_pub2,8,10.1002/14651858.CD013789.pub2,2000
CD013789_pub2,8,10.1002/14651858.CD013789.pub2,2020
CD013800_pub2,55,10.1002/14651858.CD013800.pub2,2000
CD013800_pub2,55,10.1002/14651858.CD013800.pub2,2023
CD013801_pub2,11,10.1002/14651858.CD013801.pub2,1997
CD013801_pub2,11,10.1002/14651858.CD013801.pub2,2025
CD013810_pub2,3,10.1002/14651858.CD013810.pub2,2017
CD013810_pub2,3,10.1002/14651858.CD013810.pub2,2018
CD013816_pub2,9,10.1002/14651858.CD013816.pub2,2009
CD013816_pub2,9,10.1002/14651858.CD013816.pub2,2019
CD013821_pub2,35,10.1002/14651858.CD013821.pub2,1994
CD013821_pub2,35,10.1002/14651858.CD013821.pub2,2021
CD013822_pub2,14,10.1002/14651858.CD013822.pub2,2002
CD013822_pub2,14,10.1002/14651858.CD013822.pub2,2021
CD013823_pub2,4,10.1002/14651858.CD013823.pub2,1965
CD013823_pub2,4,10.1002/14651858.CD013823.pub2,2016
CD013827_pub2,13,10.1002/14651858.CD013827.pub2,2017
CD013827_pub2,13,10.1002/14651858.CD013827.pub2,2021
CD013830_pub2,18,10.1002/14651858.CD013830.pub2,1981
CD013830_pub2,18,10.1002/14651858.CD013830.pub2,2016
CD013834_pub2,21,10.1002/14651858.CD013834.pub2,2012
CD013834_pub2,21,10.1002/14651858.CD013834.pub2,2022
CD013835_pub2,3,10.1002/14651858.CD013835.pub2,2007
CD013835_pub2,3,10.1002/14651858.CD013835.pub2,2018
CD013844_pub2,33,10.1002/14651858.CD013844.pub2,1992
CD013844_pub2,33,10.1002/14651858.CD013844.pub2,2021
CD013853_pub2,11,10.1002/14651858.CD013853.pub2,2014
CD013853_pub2,11,10.1002/14651858.CD013853.pub2,2023
CD013857_pub2,1,10.1002/14651858.CD013857.pub2,2002
CD013857_pub2,1,10.1002/14651858.CD013857.pub2,2002
CD013874_pub3,24,10.1002/14651858.CD013874.pub3,2008
CD013874_pub3,24,10.1002/14651858.CD013874.pub3,2023
CD013875_pub2,12,10.1002/14651858.CD013875.pub2,2017
CD013875_pub2,12,10.1002/14651858.CD013875.pub2,2022
CD014040_pub2,13,10.1002/14651858.CD014040.pub2,2004
CD014040_pub2,13,10.1002/14651858.CD014040.pub2,2023
CD014089,9,10.1002/14651858.CD014089,2005
CD014089,9,10.1002/14651858.CD014089,2018
CD014145_pub2,7,10.1002/14651858.CD014145.pub2,1985
CD014145_pub2,7,10.1002/14651858.CD014145.pub2,2000
CD014160_pub2,2,10.1002/14651858.CD014160.pub2,2011
CD014160_pub2,2,10.1002/14651858.CD014160.pub2,2015
CD014300_pub2,13,10.1002/14651858.CD014300.pub2,2001
CD014300_pub2,13,10.1002/14651858.CD014300.pub2,2023
CD014428_pub2,13,10.1002/14651858.CD014428.pub2,2014
CD014428_pub2,13,10.1002/14651858.CD014428.pub2,2024
CD014497_pub2,1,10.1002/14651858.CD014497.pub2,2022
CD014497_pub2,1,10.1002/14651858.CD014497.pub2,2022
CD014541_pub2,7,10.1002/14651858.CD014541.pub2,2007
CD014541_pub2,7,10.1002/14651858.CD014541.pub2,2022
CD014544_pub2,6,10.1002/14651858.CD014544.pub2,Inf
CD014544_pub2,6,10.1002/14651858.CD014544.pub2,-Inf
CD014573,5,10.1002/14651858.CD014573,1994
CD014573,5,10.1002/14651858.CD014573,2016
CD014574_pub2,2,10.1002/14651858.CD014574.pub2,2022
CD014574_pub2,2,10.1002/14651858.CD014574.pub2,2022
CD014580_pub2,7,10.1002/14651858.CD014580.pub2,2007
CD014580_pub2,7,10.1002/14651858.CD014580.pub2,2021
CD014585_pub2,12,10.1002/14651858.CD014585.pub2,1996
CD014585_pub2,12,10.1002/14651858.CD014585.pub2,2014
CD014594_pub2,9,10.1002/14651858.CD014594.pub2,2004
CD014594_pub2,9,10.1002/14651858.CD014594.pub2,2022
CD014617_pub3,4,10.1002/14651858.CD014617.pub3,1975
CD014617_pub3,4,10.1002/14651858.CD014617.pub3,1998
CD014623_pub2,2,10.1002/14651858.CD014623.pub2,2021
CD014623_pub2,2,10.1002/14651858.CD014623.pub2,2021
CD014624_pub2,6,10.1002/14651858.CD014624.pub2,2017
CD014624_pub2,6,10.1002/14651858.CD014624.pub2,2023
CD014666_pub2,11,10.1002/14651858.CD014666.pub2,1992
CD014666_pub2,11,10.1002/14651858.CD014666.pub2,2019
CD014678_pub2,6,10.1002/14651858.CD014678.pub2,Inf
CD014678_pub2,6,10.1002/14651858.CD014678.pub2,-Inf
CD014687_pub2,6,10.1002/14651858.CD014687.pub2,2013
CD014687_pub2,6,10.1002/14651858.CD014687.pub2,2022
CD014688_pub2,6,10.1002/14651858.CD014688.pub2,2009
CD014688_pub2,6,10.1002/14651858.CD014688.pub2,2022
CD014713_pub2,10,10.1002/14651858.CD014713.pub2,1994
CD014713_pub2,10,10.1002/14651858.CD014713.pub2,2024
CD014722_pub2,97,10.1002/14651858.CD014722.pub2,1996
CD014722_pub2,97,10.1002/14651858.CD014722.pub2,2022
CD014736_pub2,6,10.1002/14651858.CD014736.pub2,1989
CD014736_pub2,6,10.1002/14651858.CD014736.pub2,2022
CD014741_pub2,57,10.1002/14651858.CD014741.pub2,1999
CD014741_pub2,57,10.1002/14651858.CD014741.pub2,2021
CD014755_pub2,2,10.1002/14651858.CD014755.pub2,2017
CD014755_pub2,2,10.1002/14651858.CD014755.pub2,2019
CD014758_pub3,77,10.1002/14651858.CD014758.pub3,1989
CD014758_pub3,77,10.1002/14651858.CD014758.pub3,2024
CD014762_pub2,6,10.1002/14651858.CD014762.pub2,2010
CD014762_pub2,6,10.1002/14651858.CD014762.pub2,2019
CD014763_pub2,9,10.1002/14651858.CD014763.pub2,2010
CD014763_pub2,9,10.1002/14651858.CD014763.pub2,2021
CD014769_pub2,27,10.1002/14651858.CD014769.pub2,1998
CD014769_pub2,27,10.1002/14651858.CD014769.pub2,2023
CD014785_pub2,4,10.1002/14651858.CD014785.pub2,1989
CD014785_pub2,4,10.1002/14651858.CD014785.pub2,2008
CD014792_pub2,8,10.1002/14651858.CD014792.pub2,2000
CD014792_pub2,8,10.1002/14651858.CD014792.pub2,2016
CD014802_pub2,2,10.1002/14651858.CD014802.pub2,2016
CD014802_pub2,2,10.1002/14651858.CD014802.pub2,2022
CD014803_pub2,5,10.1002/14651858.CD014803.pub2,2006
CD014803_pub2,5,10.1002/14651858.CD014803.pub2,2020
CD014811_pub2,7,10.1002/14651858.CD014811.pub2,2010
CD014811_pub2,7,10.1002/14651858.CD014811.pub2,2021
CD014820_pub2,20,10.1002/14651858.CD014820.pub2,1997
CD014820_pub2,20,10.1002/14651858.CD014820.pub2,2022
CD014833_pub2,10,10.1002/14651858.CD014833.pub2,1993
CD014833_pub2,10,10.1002/14651858.CD014833.pub2,2023
CD014844_pub2,6,10.1002/14651858.CD014844.pub2,1989
CD014844_pub2,6,10.1002/14651858.CD014844.pub2,2021
CD014845_pub2,17,10.1002/14651858.CD014845.pub2,2008
CD014845_pub2,17,10.1002/14651858.CD014845.pub2,2023
CD014852_pub2,36,10.1002/14651858.CD014852.pub2,1998
CD014852_pub2,36,10.1002/14651858.CD014852.pub2,2023
CD014855_pub2,8,10.1002/14651858.CD014855.pub2,1973
CD014855_pub2,8,10.1002/14651858.CD014855.pub2,2023
CD014861_pub2,5,10.1002/14651858.CD014861.pub2,2000
CD014861_pub2,5,10.1002/14651858.CD014861.pub2,2018
CD014869_pub2,10,10.1002/14651858.CD014869.pub2,1992
CD014869_pub2,10,10.1002/14651858.CD014869.pub2,2005
CD014871_pub2,7,10.1002/14651858.CD014871.pub2,2012
CD014871_pub2,7,10.1002/14651858.CD014871.pub2,2022
CD014872_pub2,35,10.1002/14651858.CD014872.pub2,2008
CD014872_pub2,35,10.1002/14651858.CD014872.pub2,2024
CD014889_pub2,6,10.1002/14651858.CD014889.pub2,2007
CD014889_pub2,6,10.1002/14651858.CD014889.pub2,2023
CD014891_pub2,5,10.1002/14651858.CD014891.pub2,2017
CD014891_pub2,5,10.1002/14651858.CD014891.pub2,2022
CD014914_pub2,28,10.1002/14651858.CD014914.pub2,1984
CD014914_pub2,28,10.1002/14651858.CD014914.pub2,2020
CD014920_pub2,2,10.1002/14651858.CD014920.pub2,2004
CD014920_pub2,2,10.1002/14651858.CD014920.pub2,2010
CD014923_pub2,3,10.1002/14651858.CD014923.pub2,2015
CD014923_pub2,3,10.1002/14651858.CD014923.pub2,2023
CD014932_pub2,17,10.1002/14651858.CD014932.pub2,1999
CD014932_pub2,17,10.1002/14651858.CD014932.pub2,2022
CD014935_pub2,4,10.1002/14651858.CD014935.pub2,1984
CD014935_pub2,4,10.1002/14651858.CD014935.pub2,2014
CD014937_pub2,60,10.1002/14651858.CD014937.pub2,1971
CD014937_pub2,60,10.1002/14651858.CD014937.pub2,2024
CD014941_pub2,2,10.1002/14651858.CD014941.pub2,2020
CD014941_pub2,2,10.1002/14651858.CD014941.pub2,2020
CD014944_pub2,4,10.1002/14651858.CD014944.pub2,1989
CD014944_pub2,4,10.1002/14651858.CD014944.pub2,2014
CD014959_pub2,5,10.1002/14651858.CD014959.pub2,1984
CD014959_pub2,5,10.1002/14651858.CD014959.pub2,2018
CD014960_pub2,6,10.1002/14651858.CD014960.pub2,1956
CD014960_pub2,6,10.1002/14651858.CD014960.pub2,2004
CD014964_pub2,64,10.1002/14651858.CD014964.pub2,2001
CD014964_pub2,64,10.1002/14651858.CD014964.pub2,2023
CD014965_pub2,17,10.1002/14651858.CD014965.pub2,1998
CD014965_pub2,17,10.1002/14651858.CD014965.pub2,2019
CD014966_pub2,35,10.1002/14651858.CD014966.pub2,1988
CD014966_pub2,35,10.1002/14651858.CD014966.pub2,2023
CD014967_pub2,18,10.1002/14651858.CD014967.pub2,1999
CD014967_pub2,18,10.1002/14651858.CD014967.pub2,2022
CD014999_pub2,2,10.1002/14651858.CD014999.pub2,2014
CD014999_pub2,2,10.1002/14651858.CD014999.pub2,2019
CD015003_pub2,12,10.1002/14651858.CD015003.pub2,1986
CD015003_pub2,12,10.1002/14651858.CD015003.pub2,2018
CD015014_pub2,31,10.1002/14651858.CD015014.pub2,1990
CD015014_pub2,31,10.1002/14651858.CD015014.pub2,2022
CD015033_pub2,15,10.1002/14651858.CD015033.pub2,2003
CD015033_pub2,15,10.1002/14651858.CD015033.pub2,2023
CD015038_pub2,13,10.1002/14651858.CD015038.pub2,1995
CD015038_pub2,13,10.1002/14651858.CD015038.pub2,2021
CD015040_pub2,6,10.1002/14651858.CD015040.pub2,2012
CD015040_pub2,6,10.1002/14651858.CD015040.pub2,2021
CD015042_pub2,7,10.1002/14651858.CD015042.pub2,1995
CD015042_pub2,7,10.1002/14651858.CD015042.pub2,2016
CD015046_pub2,4,10.1002/14651858.CD015046.pub2,2010
CD015046_pub2,4,10.1002/14651858.CD015046.pub2,2023
CD015060_pub2,12,10.1002/14651858.CD015060.pub2,1995
CD015060_pub2,12,10.1002/14651858.CD015060.pub2,2018
CD015064_pub2,11,10.1002/14651858.CD015064.pub2,2002
CD015064_pub2,11,10.1002/14651858.CD015064.pub2,2015
CD015066_pub2,3,10.1002/14651858.CD015066.pub2,2007
CD015066_pub2,3,10.1002/14651858.CD015066.pub2,2021
CD015083_pub2,55,10.1002/14651858.CD015083.pub2,1997
CD015083_pub2,55,10.1002/14651858.CD015083.pub2,2024
CD015084_pub2,7,10.1002/14651858.CD015084.pub2,2002
CD015084_pub2,7,10.1002/14651858.CD015084.pub2,2022
CD015087_pub2,26,10.1002/14651858.CD015087.pub2,1988
CD015087_pub2,26,10.1002/14651858.CD015087.pub2,2018
CD015101,5,10.1002/14651858.CD015101,2005
CD015101,5,10.1002/14651858.CD015101,2017
CD015112_pub3,1,10.1002/14651858.CD015112.pub3,2021
CD015112_pub3,1,10.1002/14651858.CD015112.pub3,2021
CD015120_pub2,46,10.1002/14651858.CD015120.pub2,2001
CD015120_pub2,46,10.1002/14651858.CD015120.pub2,2022
CD015122_pub2,11,10.1002/14651858.CD015122.pub2,2013
CD015122_pub2,11,10.1002/14651858.CD015122.pub2,2021
CD015123_pub2,5,10.1002/14651858.CD015123.pub2,Inf
CD015123_pub2,5,10.1002/14651858.CD015123.pub2,-Inf
CD015124_pub2,7,10.1002/14651858.CD015124.pub2,2006
CD015124_pub2,7,10.1002/14651858.CD015124.pub2,2019
CD015134_pub2,6,10.1002/14651858.CD015134.pub2,2019
CD015134_pub2,6,10.1002/14651858.CD015134.pub2,2023
CD015140_pub2,9,10.1002/14651858.CD015140.pub2,2013
CD015140_pub2,9,10.1002/14651858.CD015140.pub2,2024
CD015145_pub2,20,10.1002/14651858.CD015145.pub2,2011
CD015145_pub2,20,10.1002/14651858.CD015145.pub2,2023
CD015158_pub2,2,10.1002/14651858.CD015158.pub2,2011
CD015158_pub2,2,10.1002/14651858.CD015158.pub2,2020
CD015160_pub2,10,10.1002/14651858.CD015160.pub2,2008
CD015160_pub2,10,10.1002/14651858.CD015160.pub2,2018
CD015192_pub2,20,10.1002/14651858.CD015192.pub2,1978
CD015192_pub2,20,10.1002/14651858.CD015192.pub2,2022
CD015213_pub2,33,10.1002/14651858.CD015213.pub2,1999
CD015213_pub2,33,10.1002/14651858.CD015213.pub2,2022
CD015215_pub2,18,10.1002/14651858.CD015215.pub2,1983
CD015215_pub2,18,10.1002/14651858.CD015215.pub2,2021
CD015219_pub2,24,10.1002/14651858.CD015219.pub2,2020
CD015219_pub2,24,10.1002/14651858.CD015219.pub2,2023
CD015229_pub2,14,10.1002/14651858.CD015229.pub2,1993
CD015229_pub2,14,10.1002/14651858.CD015229.pub2,2021
CD015252_pub2,9,10.1002/14651858.CD015252.pub2,1982
CD015252_pub2,9,10.1002/14651858.CD015252.pub2,2019
CD015254_pub2,17,10.1002/14651858.CD015254.pub2,1984
CD015254_pub2,17,10.1002/14651858.CD015254.pub2,2013
CD015255_pub2,23,10.1002/14651858.CD015255.pub2,1980
CD015255_pub2,23,10.1002/14651858.CD015255.pub2,2022
CD015284_pub2,29,10.1002/14651858.CD015284.pub2,1992
CD015284_pub2,29,10.1002/14651858.CD015284.pub2,2023
CD015313_pub2,1,10.1002/14651858.CD015313.pub2,2021
CD015313_pub2,1,10.1002/14651858.CD015313.pub2,2021
CD015314_pub2,38,10.1002/14651858.CD015314.pub2,1995
CD015314_pub2,38,10.1002/14651858.CD015314.pub2,2024
CD015326_pub2,56,10.1002/14651858.CD015326.pub2,1998
CD015326_pub2,56,10.1002/14651858.CD015326.pub2,2022
CD015328_pub2,149,10.1002/14651858.CD015328.pub2,1997
CD015328_pub2,149,10.1002/14651858.CD015328.pub2,2022
CD015330_pub2,54,10.1002/14651858.CD015330.pub2,2003
CD015330_pub2,54,10.1002/14651858.CD015330.pub2,2022
CD015331_pub2,26,10.1002/14651858.CD015331.pub2,1999
CD015331_pub2,26,10.1002/14651858.CD015331.pub2,2022
CD015332_pub2,4,10.1002/14651858.CD015332.pub2,2014
CD015332_pub2,4,10.1002/14651858.CD015332.pub2,2020
CD015350_pub2,19,10.1002/14651858.CD015350.pub2,1995
CD015350_pub2,19,10.1002/14651858.CD015350.pub2,2021
CD015373_pub2,28,10.1002/14651858.CD015373.pub2,1980
CD015373_pub2,28,10.1002/14651858.CD015373.pub2,2022
CD015383_pub2,6,10.1002/14651858.CD015383.pub2,2011
CD015383_pub2,6,10.1002/14651858.CD015383.pub2,2022
